"","acceptedScientificName","acceptedTaxonKey","adm1","adm2","associatedReferences","associatedSequences","basisOfRecord","bibliographicCitation","catalogNumber","class","classKey","cloc","collectionCode","collectionID","collectionKey","continent","coordinateUncertaintyInMeters","country","crawlId","datasetID","datasetKey","datasetName","dateIdentified","day","depth","depthAccuracy","disposition","distanceFromCentroidInMeters","dynamicProperties","endDayOfYear","eventDate","eventID","eventRemarks","eventTime","eventType","family","familyKey","fieldNotes","fieldNumber","footprintSRS","footprintWKT","fullCountry","gbifID","gbifRegion","genericName","genus","genusKey","geodeticDatum","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceRemarks","georeferenceSources","georeferenceVerificationStatus","habitat","higherClassification","higherGeography","hostingOrganizationKey","http://unknown.org/captive_cultivated","http://unknown.org/georeferenceRemarks","http://unknown.org/language","http://unknown.org/license","http://unknown.org/modified","http://unknown.org/nick","http://unknown.org/recordEnteredBy","http://unknown.org/recordID","http://unknown.org/rightsHolder","identificationID","identificationQualifier","identificationReferences","identificationRemarks","identificationVerificationStatus","identifiedBy","identifier","individualCount","informationWithheld","installationKey","institutionCode","institutionID","institutionKey","isInCluster","island","islandGroup","ISO2","isSequenced","iucnRedListCategory","key","kingdom","kingdomKey","language","lastCrawled","lastInterpreted","lastParsed","lat","license","lifeStage","locality","locationID","locationRemarks","lon","modified","month","municipality","nameAccordingTo","nameAccordingToID","namePublishedInID","nomenclaturalCode","occurrenceID","occurrenceRemarks","occurrenceStatus","order","orderKey","organismQuantity","organismQuantityType","originalNameUsage","otherCatalogNumbers","ownerInstitutionCode","parentEventID","phylum","phylumKey","preparations","previousIdentifications","projectId","protocol","publishedByGbifRegion","publishingCountry","publishingOrgKey","recordedBy","recordNumber","references","rights","rightsHolder","samplingProtocol","scientificName","scientificNameID","sex","species","speciesKey","specificEpithet","startDayOfYear","taxonConceptID","taxonID","taxonKey","taxonomicStatus","taxonRank","type","verbatimCoordinateSystem","verbatimDepth","verbatimEventDate","verbatimIdentification","verbatimLocality","waterBody","year","downloadDate"
"53","Bifurcaria bifurcata R.Ross",3197821,NA,NA,NA,NA,"HUMAN_OBSERVATION",NA,"99928969553390771","Phaeophyceae",7073593,"Doolin Point, Clare, Ireland, EUROPE","ExploreYourShore",NA,NA,"EUROPE",100,"Ireland",262,"ExploreYourShore","17057301-35d8-4e33-b24f-13da5fe2d265",NA,NA,15,NA,NA,NA,NA,"County=Clare;Abundance=60",74,"2022-03-15",NA,NA,NA,NA,"Sargassaceae",7733,NA,NA,NA,NA,"Ireland","4466047809","EUROPE","Bifurcaria","Bifurcaria",3197820,"WGS84",NA,NA,NA,NA,NA,"verified by contributor",NA,NA,NA,"d2b97690-bfd6-11de-b279-d52977ace833",NA,"Data has been captured using a grid reference system. Provided location represents cell’s centre point and uncertainty represents cell’s size",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"115192241",NA,NA,"99672740-f762-11e1-a439-00145eb45e9a","NBDC",NA,NA,FALSE,NA,NA,"IE",FALSE,"NE",4466047809,"Chromista",4,NA,"2025-05-28T14:36:22.279+00:00","2025-05-28T14:36:49.909+00:00","2025-05-28T14:36:49.909+00:00",53.017055,"http://creativecommons.org/licenses/by/4.0/legalcode",NA,"Doolin Point, Clare",NA,NA,-9.405118,"2025-02-25T09:09:31.000+00:00",3,NA,NA,NA,NA,NA,"ie.nbdc.dataset.ExploreYourShore.99928969553390771",NA,"PRESENT","Fucales",1182,NA,NA,NA,NA,NA,NA,"Ochrophyta",98,NA,NA,NA,"DWC_ARCHIVE","EUROPE","IE","d2b97690-bfd6-11de-b279-d52977ace833","Jamie O'Neill",NA,NA,NA,NA,NA,"Bifurcaria bifurcata R.Ross",NA,NA,"Bifurcaria bifurcata",3197821,"bifurcata",74,NA,NA,3197821,"ACCEPTED","SPECIES","Occurrence",NA,NA,NA,NA,NA,NA,2022,2025-06-03
"54","Bifurcaria bifurcata R.Ross",3197821,NA,NA,NA,NA,"HUMAN_OBSERVATION",NA,"99928969553390975","Phaeophyceae",7073593,"Fanore, Clare, Ireland, EUROPE","ExploreYourShore",NA,NA,"EUROPE",100,"Ireland",262,"ExploreYourShore","17057301-35d8-4e33-b24f-13da5fe2d265",NA,NA,23,NA,NA,NA,NA,"County=Clare;Abundance=100",82,"2022-03-23",NA,NA,NA,NA,"Sargassaceae",7733,NA,NA,NA,NA,"Ireland","4466048473","EUROPE","Bifurcaria","Bifurcaria",3197820,"WGS84",NA,NA,NA,NA,NA,"verified by contributor",NA,NA,NA,"d2b97690-bfd6-11de-b279-d52977ace833",NA,"Data has been captured using a grid reference system. Provided location represents cell’s centre point and uncertainty represents cell’s size",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"115192432",NA,NA,"99672740-f762-11e1-a439-00145eb45e9a","NBDC",NA,NA,TRUE,NA,NA,"IE",FALSE,"NE",4466048473,"Chromista",4,NA,"2025-05-28T14:36:22.279+00:00","2025-05-28T14:36:51.172+00:00","2025-05-28T14:36:51.172+00:00",53.122591,"http://creativecommons.org/licenses/by/4.0/legalcode",NA,"Fanore, Clare",NA,NA,-9.290548,"2025-02-25T09:09:31.000+00:00",3,NA,NA,NA,NA,NA,"ie.nbdc.dataset.ExploreYourShore.99928969553390975",NA,"PRESENT","Fucales",1182,NA,NA,NA,NA,NA,NA,"Ochrophyta",98,NA,NA,NA,"DWC_ARCHIVE","EUROPE","IE","d2b97690-bfd6-11de-b279-d52977ace833","Jamie O'Neill",NA,NA,NA,NA,NA,"Bifurcaria bifurcata R.Ross",NA,NA,"Bifurcaria bifurcata",3197821,"bifurcata",82,NA,NA,3197821,"ACCEPTED","SPECIES","Occurrence",NA,NA,NA,NA,NA,NA,2022,2025-06-03
"55","Bifurcaria bifurcata R.Ross",3197821,NA,NA,NA,NA,"HUMAN_OBSERVATION",NA,"99928969553391986","Phaeophyceae",7073593,"Poulsallagh, Clare, Ireland, EUROPE","ExploreYourShore",NA,NA,"EUROPE",100,"Ireland",262,"ExploreYourShore","17057301-35d8-4e33-b24f-13da5fe2d265",NA,NA,23,NA,NA,NA,NA,"County=Clare;Abundance=100",82,"2022-03-23",NA,NA,NA,NA,"Sargassaceae",7733,NA,NA,NA,NA,"Ireland","4466050996","EUROPE","Bifurcaria","Bifurcaria",3197820,"WGS84",NA,NA,NA,NA,NA,"verified by contributor",NA,NA,NA,"d2b97690-bfd6-11de-b279-d52977ace833",NA,"Data has been captured using a grid reference system. Provided location represents cell’s centre point and uncertainty represents cell’s size",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"115192440",NA,NA,"99672740-f762-11e1-a439-00145eb45e9a","NBDC",NA,NA,FALSE,NA,NA,"IE",FALSE,"NE",4466050996,"Chromista",4,NA,"2025-05-28T14:36:22.279+00:00","2025-05-28T14:36:51.167+00:00","2025-05-28T14:36:51.167+00:00",53.062472,"http://creativecommons.org/licenses/by/4.0/legalcode",NA,"Poulsallagh, Clare",NA,NA,-9.363336,"2025-02-25T09:09:31.000+00:00",3,NA,NA,NA,NA,NA,"ie.nbdc.dataset.ExploreYourShore.99928969553391986",NA,"PRESENT","Fucales",1182,NA,NA,NA,NA,NA,NA,"Ochrophyta",98,NA,NA,NA,"DWC_ARCHIVE","EUROPE","IE","d2b97690-bfd6-11de-b279-d52977ace833","Jamie O'Neill",NA,NA,NA,NA,NA,"Bifurcaria bifurcata R.Ross",NA,NA,"Bifurcaria bifurcata",3197821,"bifurcata",82,NA,NA,3197821,"ACCEPTED","SPECIES","Occurrence",NA,NA,NA,NA,NA,NA,2022,2025-06-03
"56","Bifurcaria bifurcata R.Ross",3197821,"Clare",NA,NA,NA,"HUMAN_OBSERVATION",NA,"120790564","Phaeophyceae",7073593,"Ireland, EUROPE","Observations",NA,NA,"EUROPE",5,"Ireland",547,NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","iNaturalist research-grade observations","2022-06-08T09:48:26",15,NA,NA,NA,NA,NA,74,"2022-03-15T10:54Z",NA,NA,"10:54:00+00:00",NA,"Sargassaceae",7733,NA,NA,NA,NA,"Ireland","3859415984","EUROPE","Bifurcaria","Bifurcaria",3197820,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d","wild",NA,NA,NA,NA,"swimjamie",NA,NA,NA,"268031965",NA,NA,NA,NA,"Jamie O'Neill","120790564",NA,NA,"997448a8-f762-11e1-a439-00145eb45e9a","iNaturalist",NA,NA,FALSE,NA,NA,"IE",FALSE,"NE",3859415984,"Chromista",4,NA,"2025-05-30T13:42:03.106+00:00","2025-05-30T23:56:15.899+00:00","2025-05-30T23:56:15.899+00:00",53.017058,"http://creativecommons.org/licenses/by-nc/4.0/legalcode",NA,NA,NA,NA,-9.405661,"2025-03-22T21:00:51.000+00:00",3,NA,NA,NA,NA,NA,"https://www.inaturalist.org/observations/120790564",NA,"PRESENT","Fucales",1182,NA,NA,NA,NA,NA,NA,"Ochrophyta",98,NA,NA,NA,"DWC_ARCHIVE","NORTH_AMERICA","US","28eb1a3f-1c15-4a95-931a-4af90ecb574d","Jamie O'Neill",NA,"https://www.inaturalist.org/observations/120790564",NA,"Jamie O'Neill",NA,"Bifurcaria bifurcata R.Ross",NA,NA,"Bifurcaria bifurcata",3197821,"bifurcata",74,NA,"343396",3197821,"ACCEPTED","SPECIES",NA,NA,NA,"2022/03/15 10:54 AM",NA,"Doolin Pt, Clare, Ireland",NA,2022,2025-06-03
"57","Bifurcaria bifurcata R.Ross",3197821,"Clare",NA,NA,NA,"HUMAN_OBSERVATION",NA,"120942265","Phaeophyceae",7073593,"Ireland, EUROPE","Observations",NA,NA,"EUROPE",5,"Ireland",547,NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","iNaturalist research-grade observations","2022-06-09T11:47:34",23,NA,NA,NA,NA,NA,82,"2022-03-23T13:24Z",NA,NA,"13:24:00+00:00",NA,"Sargassaceae",7733,NA,NA,NA,NA,"Ireland","3860299080","EUROPE","Bifurcaria","Bifurcaria",3197820,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d","wild",NA,NA,NA,NA,"swimjamie",NA,NA,NA,"268343096",NA,NA,NA,NA,"Jamie O'Neill","120942265",NA,NA,"997448a8-f762-11e1-a439-00145eb45e9a","iNaturalist",NA,NA,TRUE,NA,NA,"IE",FALSE,"NE",3860299080,"Chromista",4,NA,"2025-05-30T13:42:03.106+00:00","2025-05-31T00:19:42.275+00:00","2025-05-31T00:19:42.275+00:00",53.122503,"http://creativecommons.org/licenses/by-nc/4.0/legalcode",NA,NA,NA,NA,-9.290752,"2024-09-24T11:06:38.000+00:00",3,NA,NA,NA,NA,NA,"https://www.inaturalist.org/observations/120942265",NA,"PRESENT","Fucales",1182,NA,NA,NA,NA,NA,NA,"Ochrophyta",98,NA,NA,NA,"DWC_ARCHIVE","NORTH_AMERICA","US","28eb1a3f-1c15-4a95-931a-4af90ecb574d","Jamie O'Neill",NA,"https://www.inaturalist.org/observations/120942265",NA,"Jamie O'Neill",NA,"Bifurcaria bifurcata R.Ross",NA,NA,"Bifurcaria bifurcata",3197821,"bifurcata",82,NA,"343396",3197821,"ACCEPTED","SPECIES",NA,NA,NA,"2022/03/23 1:24 PM",NA,"Fanore, Clare, Ireland",NA,2022,2025-06-03
"58","Bifurcaria bifurcata R.Ross",3197821,"Clare",NA,NA,NA,"HUMAN_OBSERVATION",NA,"120942451","Phaeophyceae",7073593,"Ireland, EUROPE","Observations",NA,NA,"EUROPE",5,"Ireland",547,NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","iNaturalist research-grade observations","2022-06-09T11:49:52",23,NA,NA,NA,NA,NA,82,"2022-03-23T16:27Z",NA,NA,"16:27:00+00:00",NA,"Sargassaceae",7733,NA,NA,NA,NA,"Ireland","3860154960","EUROPE","Bifurcaria","Bifurcaria",3197820,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d","wild",NA,NA,NA,NA,"swimjamie",NA,NA,NA,"268343544",NA,NA,NA,NA,"Jamie O'Neill","120942451",NA,NA,"997448a8-f762-11e1-a439-00145eb45e9a","iNaturalist",NA,NA,FALSE,NA,NA,"IE",FALSE,"NE",3860154960,"Chromista",4,NA,"2025-05-30T13:42:03.106+00:00","2025-05-31T00:12:04.150+00:00","2025-05-31T00:12:04.150+00:00",53.06211,"http://creativecommons.org/licenses/by-nc/4.0/legalcode",NA,NA,NA,NA,-9.363916,"2025-03-24T14:33:45.000+00:00",3,NA,NA,NA,NA,NA,"https://www.inaturalist.org/observations/120942451",NA,"PRESENT","Fucales",1182,NA,NA,NA,NA,NA,NA,"Ochrophyta",98,NA,NA,NA,"DWC_ARCHIVE","NORTH_AMERICA","US","28eb1a3f-1c15-4a95-931a-4af90ecb574d","Jamie O'Neill",NA,"https://www.inaturalist.org/observations/120942451",NA,"Jamie O'Neill",NA,"Bifurcaria bifurcata R.Ross",NA,NA,"Bifurcaria bifurcata",3197821,"bifurcata",82,NA,"343396",3197821,"ACCEPTED","SPECIES",NA,NA,NA,"2022/03/23 4:27 PM",NA,"Poulsallagh, Clare, Ireland",NA,2022,2025-06-03
"59","Bifurcaria bifurcata R.Ross",3197821,NA,"Pas-de-Calais (mer territoriale)",NA,NA,"HUMAN_OBSERVATION",NA,NA,"Phaeophyceae",7073593,"France, EUROPE",NA,NA,NA,"EUROPE",NA,"France",1,"FF236AB7-93CF-6815-E053-0514A8C0B1B4","030b16d6-bf8e-432f-ba8e-eb01faa3480d",NA,NA,17,NA,NA,NA,NA,NA,76,"2022-03-17","13da2045-3969-4196-aef5-340056c06caf",NA,NA,NA,"Sargassaceae",7733,NA,NA,NA,"POINT(1.591708660125733 50.73210923564504)","France","4557327344","EUROPE","Bifurcaria","Bifurcaria",3197820,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1928bdf0-f5d2-11dc-8c12-b8a03c50a862",NA,NA,"fr | en",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Probable",NA,"13da2045-3969-4196-aef5-340056c06caf",NA,NA,"e44d0fd7-0edf-477f-aa82-50a81836ab46",NA,NA,NA,FALSE,NA,NA,"FR",FALSE,"NE",4557327344,"Chromista",4,NA,"2025-01-19T05:15:24.615+00:00","2025-01-31T17:07:31.101+00:00","2025-01-31T17:07:31.101+00:00",50.73211,"http://creativecommons.org/licenses/by/4.0/legalcode",NA,NA,NA,NA,1.59171,NA,3,NA,"Gargominy O (2021). TAXREF. Version 4.7. UMS PatriNat (OFB-CNRS-MNHN), Paris. Checklist dataset https://doi.org/10.15468/vqueam accessed via GBIF.org on 2021-06-28.",NA,NA,NA,"13da2045-3969-4196-aef5-340056c06caf",NA,"PRESENT","Fucales",1182,NA,NA,"Bifurcaria bifurcata",NA,NA,NA,"Ochrophyta",98,NA,NA,NA,"DWC_ARCHIVE","EUROPE","FR","1928bdf0-f5d2-11dc-8c12-b8a03c50a862",NA,NA,NA,NA,NA,NA,"Bifurcaria bifurcata R.Ross",NA,NA,"Bifurcaria bifurcata",3197821,"bifurcata",76,NA,"72522",3197821,"ACCEPTED","SPECIES",NA,NA,NA,NA,NA,NA,NA,2022,2025-06-03
"60","Bifurcaria bifurcata R.Ross",3197821,NA,"Manche (mer territoriale)",NA,NA,"HUMAN_OBSERVATION",NA,NA,"Phaeophyceae",7073593,"France, EUROPE",NA,NA,NA,"EUROPE",NA,"France",271,"4A9DDA1F-B7E7-3E13-E053-2614A8C02B7C","25e3e8f1-86ee-440c-adfc-8e63759a6505",NA,NA,5,NA,NA,NA,NA,NA,64,"2022-03-05","cf62464a-4a86-4222-9539-af1148037f4f",NA,NA,NA,"Sargassaceae",7733,NA,NA,NA,"POINT(-1.84905052185 49.71477660692)","France","4540616750","EUROPE","Bifurcaria","Bifurcaria",3197820,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1928bdf0-f5d2-11dc-8c12-b8a03c50a862",NA,NA,"fr | en",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Probable","François Sichel (Les amis de BioObs)","cf62464a-4a86-4222-9539-af1148037f4f",NA,NA,"e44d0fd7-0edf-477f-aa82-50a81836ab46",NA,NA,NA,FALSE,NA,NA,"FR",FALSE,"NE",4540616750,"Chromista",4,NA,"2025-01-23T19:04:24.190+00:00","2025-02-01T03:40:01.601+00:00","2025-02-01T03:40:01.601+00:00",49.71478,"http://creativecommons.org/licenses/by/4.0/legalcode",NA,NA,NA,NA,-1.84905,NA,3,NA,"Gargominy O (2021). TAXREF. Version 4.7. UMS PatriNat (OFB-CNRS-MNHN), Paris. Checklist dataset https://doi.org/10.15468/vqueam accessed via GBIF.org on 2021-06-28.",NA,NA,NA,"cf62464a-4a86-4222-9539-af1148037f4f",NA,"PRESENT","Fucales",1182,NA,NA,"Bifurcaria bifurcata R.Ross, 1958",NA,NA,NA,"Ochrophyta",98,NA,NA,NA,"DWC_ARCHIVE","EUROPE","FR","1928bdf0-f5d2-11dc-8c12-b8a03c50a862","François Sichel (PNN)",NA,NA,NA,NA,NA,"Bifurcaria bifurcata R.Ross",NA,NA,"Bifurcaria bifurcata",3197821,"bifurcata",64,NA,"72522",3197821,"ACCEPTED","SPECIES",NA,NA,NA,NA,NA,NA,NA,2022,2025-06-03
"61","Bifurcaria bifurcata R.Ross",3197821,NA,NA,NA,NA,"HUMAN_OBSERVATION",NA,"99928969553390403","Phaeophyceae",7073593,"Caherrush, Clare, Ireland, EUROPE","ExploreYourShore",NA,NA,"EUROPE",100,"Ireland",262,"ExploreYourShore","17057301-35d8-4e33-b24f-13da5fe2d265",NA,NA,3,NA,NA,NA,NA,"County=Clare;Abundance=30",93,"2022-04-03",NA,NA,NA,NA,"Sargassaceae",7733,NA,NA,NA,NA,"Ireland","4466063140","EUROPE","Bifurcaria","Bifurcaria",3197820,"WGS84",NA,NA,NA,NA,NA,"verified by contributor",NA,NA,NA,"d2b97690-bfd6-11de-b279-d52977ace833",NA,"Data has been captured using a grid reference system. Provided location represents cell’s centre point and uncertainty represents cell’s size",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"115192647",NA,NA,"99672740-f762-11e1-a439-00145eb45e9a","NBDC",NA,NA,TRUE,NA,NA,"IE",FALSE,"NE",4466063140,"Chromista",4,NA,"2025-05-28T14:36:22.279+00:00","2025-05-28T14:36:50.902+00:00","2025-05-28T14:36:50.902+00:00",52.827718,"http://creativecommons.org/licenses/by/4.0/legalcode",NA,"Caherrush, Clare",NA,NA,-9.456865,"2025-02-25T09:09:31.000+00:00",4,NA,NA,NA,NA,NA,"ie.nbdc.dataset.ExploreYourShore.99928969553390403",NA,"PRESENT","Fucales",1182,NA,NA,NA,NA,NA,NA,"Ochrophyta",98,NA,NA,NA,"DWC_ARCHIVE","EUROPE","IE","d2b97690-bfd6-11de-b279-d52977ace833","Jamie O'Neill",NA,NA,NA,NA,NA,"Bifurcaria bifurcata R.Ross",NA,NA,"Bifurcaria bifurcata",3197821,"bifurcata",93,NA,NA,3197821,"ACCEPTED","SPECIES","Occurrence",NA,NA,NA,NA,NA,NA,2022,2025-06-03
"62","Bifurcaria bifurcata R.Ross",3197821,"Clare",NA,NA,NA,"HUMAN_OBSERVATION",NA,"121068827","Phaeophyceae",7073593,"Ireland, EUROPE","Observations",NA,NA,"EUROPE",5,"Ireland",547,NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","iNaturalist research-grade observations","2022-06-10T09:27:42",3,NA,NA,NA,NA,NA,93,"2022-04-03T13:48",NA,NA,"13:48:00+01:00",NA,"Sargassaceae",7733,NA,NA,NA,NA,"Ireland","3860367086","EUROPE","Bifurcaria","Bifurcaria",3197820,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d","wild",NA,NA,NA,NA,"swimjamie",NA,NA,NA,"268615223",NA,NA,NA,NA,"Jamie O'Neill","121068827",NA,NA,"997448a8-f762-11e1-a439-00145eb45e9a","iNaturalist",NA,NA,TRUE,NA,NA,"IE",FALSE,"NE",3860367086,"Chromista",4,NA,"2025-05-30T13:42:03.106+00:00","2025-05-30T22:29:17.932+00:00","2025-05-30T22:29:17.932+00:00",52.827906,"http://creativecommons.org/licenses/by-nc/4.0/legalcode",NA,NA,NA,NA,-9.457334,"2024-09-24T10:31:12.000+00:00",4,NA,NA,NA,NA,NA,"https://www.inaturalist.org/observations/121068827",NA,"PRESENT","Fucales",1182,NA,NA,NA,NA,NA,NA,"Ochrophyta",98,NA,NA,NA,"DWC_ARCHIVE","NORTH_AMERICA","US","28eb1a3f-1c15-4a95-931a-4af90ecb574d","Jamie O'Neill",NA,"https://www.inaturalist.org/observations/121068827",NA,"Jamie O'Neill",NA,"Bifurcaria bifurcata R.Ross",NA,NA,"Bifurcaria bifurcata",3197821,"bifurcata",93,NA,"343396",3197821,"ACCEPTED","SPECIES",NA,NA,NA,"2022/04/03 1:48 PM",NA,"Caherrush, Quilty, Clare, Ireland",NA,2022,2025-06-03
"63","Bifurcaria bifurcata R.Ross",3197821,NA,NA,NA,NA,"HUMAN_OBSERVATION",NA,"99928969553390835","Phaeophyceae",7073593,"Duneen Beach, Clonakilty, Ireland, EUROPE","ExploreYourShore",NA,NA,"EUROPE",100,"Ireland",262,"ExploreYourShore","17057301-35d8-4e33-b24f-13da5fe2d265",NA,NA,1,NA,NA,NA,NA,"County=Cork",121,"2022-05-01",NA,NA,NA,NA,"Sargassaceae",7733,NA,NA,NA,NA,"Ireland","4466048112","EUROPE","Bifurcaria","Bifurcaria",3197820,"WGS84",NA,NA,NA,NA,NA,"verified by contributor",NA,NA,NA,"d2b97690-bfd6-11de-b279-d52977ace833",NA,"Data has been captured using a grid reference system. Provided location represents cell’s centre point and uncertainty represents cell’s size",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"115193370",NA,NA,"99672740-f762-11e1-a439-00145eb45e9a","NBDC",NA,NA,FALSE,NA,NA,"IE",FALSE,"NE",4466048112,"Chromista",4,NA,"2025-05-28T14:36:22.279+00:00","2025-05-28T14:36:44.551+00:00","2025-05-28T14:36:44.551+00:00",51.579774,"http://creativecommons.org/licenses/by/4.0/legalcode",NA,"Duneen Beach, Clonakilty",NA,NA,-8.87131,"2025-02-25T09:09:31.000+00:00",5,NA,NA,NA,NA,NA,"ie.nbdc.dataset.ExploreYourShore.99928969553390835",NA,"PRESENT","Fucales",1182,NA,NA,NA,NA,NA,NA,"Ochrophyta",98,NA,NA,NA,"DWC_ARCHIVE","EUROPE","IE","d2b97690-bfd6-11de-b279-d52977ace833","Julia Cooper",NA,NA,NA,NA,NA,"Bifurcaria bifurcata R.Ross",NA,NA,"Bifurcaria bifurcata",3197821,"bifurcata",121,NA,NA,3197821,"ACCEPTED","SPECIES","Occurrence",NA,NA,NA,NA,NA,NA,2022,2025-06-03
"64","Bifurcaria bifurcata R.Ross",3197821,NA,NA,NA,NA,"HUMAN_OBSERVATION",NA,"99928969553392421","Phaeophyceae",7073593,"Trafrask West, Ireland, EUROPE","ExploreYourShore",NA,NA,"EUROPE",100,"Ireland",262,"ExploreYourShore","17057301-35d8-4e33-b24f-13da5fe2d265",NA,NA,21,NA,NA,NA,NA,"County=Cork",141,"2022-05-21",NA,NA,NA,NA,"Sargassaceae",7733,NA,NA,NA,NA,"Ireland","4466046449","EUROPE","Bifurcaria","Bifurcaria",3197820,"WGS84",NA,NA,NA,NA,NA,"verified by contributor",NA,NA,NA,"d2b97690-bfd6-11de-b279-d52977ace833",NA,"Data has been captured using a grid reference system. Provided location represents cell’s centre point and uncertainty represents cell’s size",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"115193409",NA,NA,"99672740-f762-11e1-a439-00145eb45e9a","NBDC",NA,NA,FALSE,NA,NA,"IE",FALSE,"NE",4466046449,"Chromista",4,NA,"2025-05-28T14:36:22.279+00:00","2025-05-28T14:36:44.498+00:00","2025-05-28T14:36:44.498+00:00",51.678807,"http://creativecommons.org/licenses/by/4.0/legalcode",NA,"Trafrask West",NA,NA,-9.682846,"2025-02-25T09:09:31.000+00:00",5,NA,NA,NA,NA,NA,"ie.nbdc.dataset.ExploreYourShore.99928969553392421",NA,"PRESENT","Fucales",1182,NA,NA,NA,NA,NA,NA,"Ochrophyta",98,NA,NA,NA,"DWC_ARCHIVE","EUROPE","IE","d2b97690-bfd6-11de-b279-d52977ace833","Julia Cooper",NA,NA,NA,NA,NA,"Bifurcaria bifurcata R.Ross",NA,NA,"Bifurcaria bifurcata",3197821,"bifurcata",141,NA,NA,3197821,"ACCEPTED","SPECIES","Occurrence",NA,NA,NA,NA,NA,NA,2022,2025-06-03
"65","Bifurcaria bifurcata R.Ross",3197821,NA,NA,NA,NA,"HUMAN_OBSERVATION",NA,NA,"Phaeophyceae",7073593,"United Kingdom, EUROPE",NA,NA,NA,"EUROPE",200,"United Kingdom",1,NA,"35d8478e-06b3-4851-a55a-bb166fa53832",NA,NA,14,NA,NA,NA,NA,NA,134,"2022-05-14","QUADS_CW_2022EN_Hol_L",NA,NA,NA,"Sargassaceae",7733,NA,NA,NA,NA,"United Kingdom of Great Britain and Northern Ireland","5106993524","EUROPE","Bifurcaria","Bifurcaria",3197820,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,"cdcc4ce1-7f6e-4ed2-b47c-eb451925b038",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CIBIO_CW_2022EN_Hol_QL_9",NA,NA,"06d75b22-fc7a-42ff-a14f-65a25cd0f3ab",NA,NA,NA,FALSE,NA,NA,"GB",FALSE,"NE",5106993524,"Chromista",4,NA,"2025-04-14T08:40:40.760+00:00","2025-04-14T08:42:16.010+00:00","2025-04-14T08:42:16.010+00:00",53.319644,"http://creativecommons.org/licenses/by/4.0/legalcode",NA,NA,NA,"flat surface in low-intertidal zone",-4.660771,NA,5,NA,NA,NA,NA,NA,"CIBIO_CW_2022EN_Hol_QL_9",NA,"ABSENT","Fucales",1182,NA,NA,NA,NA,NA,"QUADS_CW_2022-23","Ochrophyta",98,NA,NA,NA,"EML","EUROPE","PT","37560003-ae75-43c3-95aa-48c98797aa2a",NA,NA,NA,NA,NA,NA,"Bifurcaria bifurcata R.Ross","urn:lsid:marinespecies.org:taxname:145503",NA,"Bifurcaria bifurcata",3197821,"bifurcata",134,NA,NA,3197821,"ACCEPTED","SPECIES",NA,NA,NA,NA,"Bifurcaria bifurcata",NA,NA,2022,2025-06-03
